row_id	exact_path	symbol_or_component	current_callers	current_dependency_direction	current_runtime_role	current_authority_claim	phase_17_relevance	disposition	rationale
P17-L-120	worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/ExecutionOwnershipGeneration.java	ExecutionOwnershipGeneration	media-execution-plan-module/src/test/java/com/example/platform/execution/taskgraph/Epoch3RuntimeStateSemanticGuardTest.java<br>media-execution-plan-module/src/test/java/com/example/platform/execution/taskgraph/Phase6TaskGraphArchitectureTest.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/BackendExecutionHandle.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/ExecutionAssignment.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/ExecutionAttempt.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/ExecutionLifecycleBoundary.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/ExecutionObservation.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/NativeWorkerBackendExecutionHandle.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/OpenCueBackendExecutionHandle.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/OutboxDeliveryIntent.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/RemoteProviderExecutionHandle.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/TaskLease.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/providernative/ExecutionCommand.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/providernative/RuntimeExecutionBundle.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/providernative/RuntimeExecutionContext.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/infrastructure/JooqArtifactReuseIndex.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/infrastructure/JooqAtomicAssignmentGrantBoundary.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/infrastructure/StaleOwnershipGenerationException.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/reuse/ReusableArtifactRecord.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/AtomicAssignmentGrantPostgresTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/ExecutionObservationContractTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskDArchitectureGuardTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskEArchitectureGuardTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskFArchitectureGuardTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskFTestFixture.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskGArchitectureGuardTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/providernative/ProviderNativeLoweringRuntimeAdapterTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/reuse/ArtifactReuseMaterializationTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/reuse/RuntimeClosedLoopConformanceTest.java	CALLERS_DEPEND_ON_COMPONENT	existing worker-fabric authority or bounded capability input	existing Artifact/fencing/runtime eligibility authority	DIRECT	REUSE_AS_CANONICAL	already owns the correct bounded authority; Phase 17 composes without duplication
P17-L-121	worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/OpenCueBackendEligibilityContract.java	OpenCueBackendEligibilityContract	worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/BackendIntegrationContractTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskFArchitectureGuardTest.java	CALLERS_DEPEND_ON_COMPONENT	delegated backend mechanism/evidence	OpenCue backend-internal authority only	CONTEXT_ONLY	DEFER	not required to close Phase 17 and does not become canonical authority
P17-L-122	worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/OpenCueBackendExecutionHandle.java	OpenCueBackendExecutionHandle	worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/BackendExecutionHandle.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/OpenCueSubmissionLedgerPort.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/infrastructure/JooqAtomicAssignmentGrantBoundary.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/BackendIntegrationContractTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskFArchitectureGuardTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskFTestFixture.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskGArchitectureGuardTest.java	CALLERS_DEPEND_ON_COMPONENT	delegated backend mechanism/evidence	OpenCue backend-internal authority only	CONTEXT_ONLY	DEFER	not required to close Phase 17 and does not become canonical authority
P17-L-123	worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/OpenCueCompletionMappingContract.java	OpenCueCompletionMappingContract	worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/BackendIntegrationContractTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskFArchitectureGuardTest.java	CALLERS_DEPEND_ON_COMPONENT	delegated backend mechanism/evidence	OpenCue backend-internal authority only	CONTEXT_ONLY	DEFER	not required to close Phase 17 and does not become canonical authority
P17-L-124	worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/OpenCueFarmBackend.java	OpenCueFarmBackend	worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/BackendIntegrationContractTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskFArchitectureGuardTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskGArchitectureGuardTest.java	CALLERS_DEPEND_ON_COMPONENT	delegated backend mechanism/evidence	OpenCue backend-internal authority only	CONTEXT_ONLY	DEFER	not required to close Phase 17 and does not become canonical authority
P17-L-125	worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/OpenCueObservationMappingContract.java	OpenCueObservationMappingContract	worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskFArchitectureGuardTest.java	CALLERS_DEPEND_ON_COMPONENT	delegated backend mechanism/evidence	OpenCue backend-internal authority only	CONTEXT_ONLY	DEFER	not required to close Phase 17 and does not become canonical authority
P17-L-126	worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/OpenCueSubmissionLedgerPort.java	OpenCueSubmissionLedgerPort	worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/BackendIntegrationContractTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskFArchitectureGuardTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskFTestFixture.java	CALLERS_DEPEND_ON_COMPONENT	delegated backend mechanism/evidence	OpenCue backend-internal authority only	CONTEXT_ONLY	DEFER	not required to close Phase 17 and does not become canonical authority
P17-L-127	worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/SandboxRuntimeAvailability.java	SandboxRuntimeAvailability	worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/NativeRuntimeEligibilityRequest.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/RequestWork.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/RuntimeEligibilityEvaluator.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/RuntimeEligibilityEvaluatorTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskBArchitectureGuardTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskCTestFixture.java	CALLERS_DEPEND_ON_COMPONENT	existing worker-fabric authority or bounded capability input	existing Artifact/fencing/runtime eligibility authority	DIRECT	REUSE_AS_CANONICAL	already owns the correct bounded authority; Phase 17 composes without duplication
P17-L-128	worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/SandboxRuntimeRequirement.java	SandboxRuntimeRequirement	worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/NativeRuntimeEligibilityRequest.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/PendingNativeWorkCandidate.java<br>worker-fabric-module/src/main/java/com/example/platform/workerfabric/domain/RuntimeEligibilityEvaluator.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/CentralWorkMatcherTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/RuntimeEligibilityEvaluatorTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskBArchitectureGuardTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/domain/TaskCTestFixture.java	CALLERS_DEPEND_ON_COMPONENT	existing worker-fabric authority or bounded capability input	existing Artifact/fencing/runtime eligibility authority	DIRECT	REUSE_AS_CANONICAL	already owns the correct bounded authority; Phase 17 composes without duplication
P17-L-129	worker-fabric-module/src/main/java/com/example/platform/workerfabric/reuse/ArtifactOutputCommitOrchestrator.java	ArtifactOutputCommitOrchestrator	worker-fabric-module/src/main/java/com/example/platform/workerfabric/reuse/RuntimeClosedLoopOrchestrator.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/reuse/ArtifactReuseMaterializationTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/reuse/RuntimeClosedLoopArchitectureGuardTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/reuse/RuntimeClosedLoopConformanceTest.java	CALLERS_DEPEND_ON_COMPONENT	existing worker-fabric authority or bounded capability input	existing Artifact/fencing/runtime eligibility authority	DIRECT	REUSE_AS_CANONICAL	already owns the correct bounded authority; Phase 17 composes without duplication
P17-L-130	worker-fabric-module/src/main/java/com/example/platform/workerfabric/reuse/OutputStagingArea.java	OutputStagingArea	worker-fabric-module/src/main/java/com/example/platform/workerfabric/reuse/RuntimeClosedLoopOrchestrator.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/reuse/ArtifactReuseMaterializationTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/reuse/RuntimeClosedLoopConformanceTest.java	CALLERS_DEPEND_ON_COMPONENT	existing worker-fabric authority or bounded capability input	existing Artifact/fencing/runtime eligibility authority	DIRECT	REUSE_AS_CANONICAL	already owns the correct bounded authority; Phase 17 composes without duplication
P17-L-131	worker-fabric-module/src/main/java/com/example/platform/workerfabric/reuse/RuntimeClosedLoopOrchestrator.java	RuntimeClosedLoopOrchestrator	worker-fabric-module/src/test/java/com/example/platform/workerfabric/reuse/RuntimeClosedLoopArchitectureGuardTest.java<br>worker-fabric-module/src/test/java/com/example/platform/workerfabric/reuse/RuntimeClosedLoopConformanceTest.java	CALLERS_DEPEND_ON_COMPONENT	existing worker-fabric authority or bounded capability input	existing Artifact/fencing/runtime eligibility authority	DIRECT	REUSE_AS_CANONICAL	already owns the correct bounded authority; Phase 17 composes without duplication
